path,suffix,size_bytes,lines,modified_at,kind,category,confidence,reasons,themes
plate_consensus_report_v3.py,.py,22527,635,2026-06-20 11:33:31,python,report_export,70,report/export/billing filename,"access_control, cashier, parking_time, schema_db, telegram_bot"
plate_consensus_top6.py,.py,2793,102,2026-06-20 11:42:52,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,schema_db
prepare_live_service_test.py,.py,12718,344,2026-06-26 20:40:59,python,test_or_diagnostic,75,test/sandbox/check/diagnostic filename,"access_control, cashier, parking_time, remote, schema_db, service_orders, telegram_bot"
profile_button_early_route_payload/run_bot_live_services_sandbox_v1.py,.py,31628,865,2026-06-27 21:42:13,python,runtime_entrypoint,90,runtime-style entrypoint filename,"access_control, cashier, remote, schema_db, service_orders, telegram_bot"
profile_confirmation_button_ready_payload/Bots/handlers/profile_verification_workspace.py,.py,30339,768,2026-06-27 21:55:14,python,source_module,40,regular source module candidate,"access_control, parking_time, schema_db, service_orders, telegram_bot"
profile_parking_time_test_core.py,.py,25134,828,2026-06-28 12:11:31,python,test_or_diagnostic,75,test/sandbox/check/diagnostic filename,"access_control, cashier, parking_time, schema_db, telegram_bot"
profile_verification_core.py,.py,49558,1557,2026-06-27 21:22:51,python,source_module,40,regular source module candidate,"access_control, cashier, parking_time, schema_db, telegram_bot"
profile_verification_critical_codes_payload/Bots/handlers/profile_verification_workspace.py,.py,30085,765,2026-06-27 21:45:58,python,source_module,40,regular source module candidate,"access_control, parking_time, schema_db, service_orders, telegram_bot"
profile_verification_payload/Bots/handlers/profile_verification_workspace.py,.py,27756,714,2026-06-27 20:49:00,python,source_module,40,regular source module candidate,"access_control, parking_time, schema_db, service_orders, telegram_bot"
profile_verification_payload/Bots/handlers/service_orders_workspace.py,.py,80603,1736,2026-06-27 20:49:00,python,source_module,40,regular source module candidate,"access_control, cashier, parking_time, remote, schema_db, service_orders, telegram_bot"
profile_verification_payload/profile_verification_core.py,.py,48300,1531,2026-06-27 20:49:00,python,source_module,40,regular source module candidate,"access_control, cashier, parking_time, schema_db, telegram_bot"
profile_verification_payload/run_bot_live_services_sandbox_v1.py,.py,30322,831,2026-06-27 20:49:00,python,runtime_entrypoint,90,runtime-style entrypoint filename,"access_control, cashier, remote, schema_db, service_orders, telegram_bot"
profile_verification_terminology_v2_payload/Bots/handlers/profile_verification_workspace.py,.py,29933,760,2026-06-27 21:22:52,python,source_module,40,regular source module candidate,"access_control, parking_time, schema_db, service_orders, telegram_bot"
profile_verification_terminology_v2_payload/Bots/handlers/service_orders_workspace.py,.py,80889,1743,2026-06-27 21:22:52,python,source_module,40,regular source module candidate,"access_control, cashier, parking_time, remote, schema_db, service_orders, telegram_bot"
profile_verification_terminology_v2_payload/profile_verification_core.py,.py,49558,1557,2026-06-27 21:22:51,python,source_module,40,regular source module candidate,"access_control, cashier, parking_time, schema_db, telegram_bot"
README_APARTMENT_40_PROFILE_TEST_PREFLIGHT.txt,.txt,1468,54,2026-06-27 22:23:23,doc,documentation,70,documentation/text file,"cashier, parking_time, schema_db"
README_CASHIER_ROUTE_FIX.txt,.txt,1633,44,2026-06-27 17:34:24,doc,documentation,70,documentation/text file,cashier
README_CASHIER_ROUTE_REPAIR_AFTER_PHONE_V2.txt,.txt,1785,75,2026-06-27 20:00:41,doc,documentation,70,documentation/text file,"access_control, cashier, schema_db, telegram_bot"
README_LIVE_SERVICE_UI.txt,.txt,708,19,2026-06-26 20:40:59,doc,documentation,70,documentation/text file,"access_control, remote, schema_db, service_orders, telegram_bot"
README_LIVE_SERVICES_SANDBOX.txt,.txt,2640,68,2026-06-27 12:15:02,doc,documentation,70,documentation/text file,"access_control, cashier, remote, service_orders, telegram_bot"
README_PHONE_ACCESS_FIX.txt,.txt,3140,52,2026-06-27 16:45:04,doc,documentation,70,documentation/text file,"access_control, cashier, remote, service_orders"
README_PHONE_ACCESS_FIX_v2.txt,.txt,1650,30,2026-06-27 16:50:16,doc,documentation,70,documentation/text file,"access_control, service_orders"
README_PHONE_ACCESS_FIX_v3.txt,.txt,1829,31,2026-06-27 17:20:35,doc,documentation,70,documentation/text file,"access_control, remote, telegram_bot"
README_PHONE_BARRIER_ACCESS_SCHEMA_MIGRATION.txt,.txt,3594,93,2026-06-27 19:14:07,doc,documentation,70,documentation/text file,"access_control, cashier, parking_time, remote, schema_db"
README_PHONE_BARRIER_ACCESS_V2.txt,.txt,7674,152,2026-06-27 19:31:23,doc,documentation,70,documentation/text file,"access_control, cashier, parking_time, remote, schema_db"
README_PROFILE_BUTTON_EARLY_ROUTE_FIX.txt,.txt,2342,70,2026-06-27 21:42:13,doc,documentation,70,documentation/text file,"cashier, remote, schema_db"
README_PROFILE_CONFIRMATION_READY_VISIBILITY_FIX.txt,.txt,1680,57,2026-06-27 21:55:14,doc,documentation,70,documentation/text file,"parking_time, schema_db"
README_PROFILE_CRITICAL_CODES_FIX.txt,.txt,2367,65,2026-06-27 21:45:58,doc,documentation,70,documentation/text file,"parking_time, schema_db"
README_PROFILE_PARKING_TIME_TEST_V1.txt,.txt,4612,111,2026-06-28 12:11:30,doc,documentation,70,documentation/text file,"parking_time, telegram_bot"
README_PROFILE_VERIFICATION_TERMINOLOGY_V2.txt,.txt,5419,120,2026-06-27 21:22:51,doc,documentation,70,documentation/text file,"access_control, parking_time, schema_db, telegram_bot"
README_PROFILE_VERIFICATION_V1.txt,.txt,4022,77,2026-06-27 20:49:00,doc,documentation,70,documentation/text file,"access_control, parking_time, telegram_bot"
README_SERVICE_CODE_COMPATIBILITY_PHONE_V2.txt,.txt,2119,89,2026-06-27 20:18:30,doc,documentation,70,documentation/text file,"access_control, cashier, schema_db, service_orders, telegram_bot"
README_SIMPLIFIED_SERVICES.txt,.txt,3933,88,2026-06-27 13:29:01,doc,documentation,70,documentation/text file,"access_control, cashier, remote, schema_db, service_orders"
repair_confirmed_unit_seed_notes.py,.py,4334,140,2026-06-24 20:37:25,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"schema_db, telegram_bot"
report_bot_admins.py,.py,4291,163,2026-06-12 19:36:31,python,report_export,70,report/export/billing filename,"access_control, cashier, schema_db, telegram_bot"
report_plate_candidates.py,.py,6312,268,2026-06-11 11:02:27,python,report_export,70,report/export/billing filename,schema_db
report_verification_evidence.py,.py,5496,197,2026-06-10 21:04:29,python,report_export,70,report/export/billing filename,"schema_db, telegram_bot"
report_verification_tasks.py,.py,3751,164,2026-06-09 12:25:53,python,report_export,70,report/export/billing filename,schema_db
report_verification_tasks_enriched.py,.py,7182,268,2026-06-10 21:57:10,python,report_export,70,report/export/billing filename,schema_db
reset_service_catalog.py,.py,23157,628,2026-06-22 19:53:08,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"access_control, cashier, parking_time, schema_db, telegram_bot"
restore_resident_apartment_link.py,.py,10643,321,2026-06-25 12:49:59,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"schema_db, telegram_bot"
RETIRE_legacy_new_remote_test_orders_sandbox.py,.py,4377,118,2026-06-27 13:29:00,python,test_or_diagnostic,75,test/sandbox/check/diagnostic filename,"cashier, remote, schema_db, service_orders, telegram_bot"
run_bot_guard_sandbox.py,.py,7550,236,2026-06-26 12:38:25,python,runtime_entrypoint,90,runtime-style entrypoint filename,"access_control, cashier, remote, schema_db, telegram_bot"
run_bot_guard_sandbox_v2.py,.py,7553,236,2026-06-26 13:44:44,python,runtime_entrypoint,90,runtime-style entrypoint filename,"access_control, cashier, remote, schema_db, telegram_bot"
run_bot_guard_sandbox_v3.py,.py,7553,236,2026-06-26 17:27:16,python,runtime_entrypoint,90,runtime-style entrypoint filename,"access_control, cashier, remote, schema_db, telegram_bot"
run_bot_live_service_sandbox_v4.py,.py,8293,250,2026-06-26 20:40:59,python,runtime_entrypoint,90,runtime-style entrypoint filename,"access_control, cashier, remote, schema_db, service_orders, telegram_bot"
run_bot_live_services_sandbox_v1.py,.py,33905,919,2026-06-28 12:11:31,python,runtime_entrypoint,90,runtime-style entrypoint filename,"access_control, cashier, parking_time, remote, schema_db, service_orders, telegram_bot"
run_bot_sandbox_v2.py,.py,9548,286,2026-06-25 21:09:41,python,runtime_entrypoint,90,runtime-style entrypoint filename,"access_control, cashier, schema_db, telegram_bot"
RUN_CHECK_cashier_route_after_phone_v2.bat,.bat,297,14,2026-06-27 20:00:41,script,non_python_support,45,non-python support file,"access_control, cashier, telegram_bot"
RUN_CHECK_guard_sandbox_service_orders.bat,.bat,951,44,2026-06-27 11:44:42,script,non_python_support,45,non-python support file,"access_control, schema_db, service_orders"
RUN_CHECK_guard_sandbox_service_orders_v2.bat,.bat,809,40,2026-06-27 11:50:26,script,non_python_support,45,non-python support file,"access_control, schema_db, service_orders"
RUN_CHECK_phone_barrier_access_operational_sandbox.bat,.bat,294,12,2026-06-27 19:31:23,script,non_python_support,45,non-python support file,access_control
RUN_CHECK_phone_barrier_access_sandbox_schema.bat,.bat,315,14,2026-06-27 19:14:06,script,non_python_support,45,non-python support file,"access_control, schema_db"
RUN_CHECK_profile_button_early_route_fix.bat,.bat,332,12,2026-06-27 21:42:13,script,non_python_support,45,non-python support file,"schema_db, telegram_bot"
RUN_CHECK_profile_confirmation_ready_visibility_fix.bat,.bat,319,12,2026-06-27 21:55:14,script,non_python_support,45,non-python support file,
RUN_CHECK_profile_critical_codes_fix.bat,.bat,296,12,2026-06-27 21:45:58,script,non_python_support,45,non-python support file,
RUN_CHECK_profile_parking_time_test_sandbox.bat,.bat,267,11,2026-06-28 12:11:30,script,non_python_support,45,non-python support file,parking_time
RUN_CHECK_profile_test_candidate_apartment_40.bat,.bat,331,14,2026-06-27 22:23:23,script,non_python_support,45,non-python support file,
RUN_CHECK_profile_verification_sandbox.bat,.bat,309,11,2026-06-27 20:48:59,script,non_python_support,45,non-python support file,
RUN_CHECK_profile_verification_terminology_v2.bat,.bat,321,12,2026-06-27 21:22:51,script,non_python_support,45,non-python support file,
RUN_CHECK_service_code_compatibility_phone_v2.bat,.bat,306,14,2026-06-27 20:18:30,script,non_python_support,45,non-python support file,access_control
RUN_FIND_actual_service_order_state.bat,.bat,795,40,2026-06-27 11:56:04,script,non_python_support,45,non-python support file,"schema_db, service_orders"
RUN_FIX_live_services_sandbox_payment_schema.bat,.bat,1101,47,2026-06-27 12:24:42,script,non_python_support,45,non-python support file,"cashier, schema_db"
RUN_fix_source_ref_schema.bat,.bat,807,42,2026-06-27 10:41:04,script,non_python_support,45,non-python support file,schema_db
RUN_INSTALL_cashier_route_after_phone_v2.bat,.bat,321,14,2026-06-27 20:00:41,script,non_python_support,45,non-python support file,"access_control, cashier"
RUN_INSTALL_phone_barrier_access_v2.bat,.bat,404,13,2026-06-27 19:31:21,script,non_python_support,45,non-python support file,access_control
RUN_INSTALL_profile_button_early_route_fix.bat,.bat,310,12,2026-06-27 21:42:12,script,non_python_support,45,non-python support file,
RUN_INSTALL_profile_confirmation_ready_visibility_fix.bat,.bat,329,12,2026-06-27 21:55:13,script,non_python_support,45,non-python support file,
RUN_INSTALL_profile_critical_codes_fix.bat,.bat,302,12,2026-06-27 21:45:58,script,non_python_support,45,non-python support file,
RUN_INSTALL_profile_parking_time_test_v1.bat,.bat,342,12,2026-06-28 12:11:29,script,non_python_support,45,non-python support file,parking_time
RUN_INSTALL_profile_verification_terminology_v2.bat,.bat,327,12,2026-06-27 21:22:51,script,non_python_support,45,non-python support file,
RUN_INSTALL_profile_verification_v1.bat,.bat,338,11,2026-06-27 20:48:59,script,non_python_support,45,non-python support file,
RUN_INSTALL_service_code_compatibility_phone_v2.bat,.bat,341,14,2026-06-27 20:18:30,script,non_python_support,45,non-python support file,access_control
RUN_MIGRATE_phone_barrier_access_operational_sandbox.bat,.bat,353,12,2026-06-27 19:31:22,script,non_python_support,45,non-python support file,access_control
RUN_MIGRATE_phone_barrier_access_sandbox.bat,.bat,411,15,2026-06-27 19:14:06,script,non_python_support,45,non-python support file,"access_control, schema_db"
RUN_MIGRATE_profile_parking_time_test_sandbox.bat,.bat,321,12,2026-06-28 12:11:30,script,non_python_support,45,non-python support file,parking_time
RUN_MIGRATE_profile_verification_sandbox.bat,.bat,348,11,2026-06-27 20:48:59,script,non_python_support,45,non-python support file,schema_db
RUN_MIGRATE_simplified_services_sandbox.bat,.bat,803,34,2026-06-27 13:29:00,script,non_python_support,45,non-python support file,
RUN_RETIRE_legacy_new_remote_test_orders_sandbox.bat,.bat,469,15,2026-06-27 13:29:01,script,non_python_support,45,non-python support file,remote
search_vehicle_by_plate_fragment.py,.py,6654,244,2026-06-19 12:31:20,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"access_control, parking_time, schema_db"
seed_bot_admins.py,.py,4354,179,2026-06-12 19:25:55,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"cashier, schema_db, telegram_bot"
seed_commercial_unit_placeholders.py,.py,13405,395,2026-06-23 21:35:48,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"access_control, schema_db, telegram_bot"
seed_parking_tariffs.py,.py,3635,166,2026-06-18 16:40:57,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"parking_time, schema_db, telegram_bot"
service_catalog_admin_core.py,.py,19165,571,2026-06-26 19:39:26,python,source_module,40,regular source module candidate,"access_control, cashier, parking_time, schema_db, service_orders, telegram_bot"
service_code_compatibility_payload/Bots/handlers/service_orders_workspace.py,.py,75679,1632,2026-06-27 20:18:31,python,source_module,40,regular source module candidate,"access_control, cashier, parking_time, remote, schema_db, service_orders, telegram_bot"
service_code_compatibility_payload/service_orders_core.py,.py,44925,1409,2026-06-27 20:18:30,python,source_module,40,regular source module candidate,"access_control, cashier, parking_time, remote, schema_db, service_orders, telegram_bot"
service_code_compatibility_payload/service_preorders_core.py,.py,44217,1155,2026-06-27 20:18:31,python,source_module,40,regular source module candidate,"access_control, cashier, parking_time, remote, schema_db, service_orders, telegram_bot"
service_orders_core.py,.py,44925,1409,2026-06-27 20:18:30,python,source_module,40,regular source module candidate,"access_control, cashier, parking_time, remote, schema_db, service_orders, telegram_bot"
service_orders_core_before_safe_payment_policy_2026-06-26_20-50-39.py,.py,33797,1126,2026-06-26 19:39:26,python,legacy_or_backup,90,historical/copy/date-stamped/foundation package,"access_control, cashier, parking_time, remote, schema_db, service_orders, telegram_bot"
service_orders_preflight.py,.py,17539,438,2026-06-26 19:39:26,python,installer_patch_migration,85,installer/patch/migration/preflight filename,"access_control, cashier, remote, schema_db, service_orders, telegram_bot"
service_preorders_core.py,.py,44217,1155,2026-06-27 20:18:31,python,source_module,40,regular source module candidate,"access_control, cashier, parking_time, remote, schema_db, service_orders, telegram_bot"
Start_OSBB_Guard_Sandbox_Bot_v2.bat,.bat,1276,41,2026-06-26 17:28:19,script,non_python_support,45,non-python support file,"access_control, cashier"
Start_OSBB_Live_Service_Sandbox_Bot.bat,.bat,1176,38,2026-06-26 20:50:39,script,non_python_support,45,non-python support file,"remote, telegram_bot"
Start_OSBB_Live_Service_Sandbox_Bot_before_service_ui_2026-06-26_20-50-39.bat,.bat,1169,38,2026-06-26 20:13:28,script,legacy_or_backup,90,historical/copy/date-stamped/foundation package,"access_control, remote, telegram_bot"
Start_OSBB_Live_Services_Sandbox_Bot_v1.bat,.bat,981,45,2026-06-27 12:15:02,script,non_python_support,45,non-python support file,"access_control, schema_db"
STOP_old_guard_sandbox_bots.bat,.bat,727,17,2026-06-27 12:15:02,script,non_python_support,45,non-python support file,access_control
supervisor_dashboard.py,.py,22698,647,2026-06-20 20:53:50,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"cashier, parking_time, schema_db"
switch_parking_bot_to_cashier_v2.py,.py,4455,135,2026-06-25 17:44:55,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,cashier
telegram_test_login.py,.py,896,42,2026-06-10 11:16:16,python,test_or_diagnostic,75,test/sandbox/check/diagnostic filename,"access_control, schema_db, telegram_bot"
telegram_test_login_manual.py,.py,1570,65,2026-06-10 12:01:32,python,test_or_diagnostic,75,test/sandbox/check/diagnostic filename,"access_control, schema_db, telegram_bot"
test.py,.py,379,1,2026-06-26 14:01:06,python,source_module,40,regular source module candidate,"access_control, cashier"
test_db_access_unit_resolver.py,.py,2112,82,2026-06-23 19:52:48,python,test_or_diagnostic,75,test/sandbox/check/diagnostic filename,"access_control, schema_db"
tools/cashier_parking_payments_audit_v4.py,.py,25358,616,2026-06-28 15:00:06,python,tooling,90,under tools/,"access_control, cashier, parking_time, schema_db"
tools/cashier_unpaid_preview.py,.py,6925,203,2026-06-28 14:33:48,python,tooling,90,under tools/,"access_control, cashier, parking_time, schema_db"
tools/cashier_unpaid_preview_v2.py,.py,9893,260,2026-06-28 14:40:18,python,tooling,90,under tools/,"access_control, cashier, parking_time, schema_db"
tools/cashier_unpaid_preview_v3.py,.py,23367,580,2026-06-28 14:45:04,python,tooling,90,under tools/,"access_control, cashier, parking_time, schema_db"
tools/db_schema_compare.py,.py,15179,407,2026-06-28 13:06:21,python,tooling,90,under tools/,"schema_db, telegram_bot"
tools/db_schema_snapshot.py,.py,11427,361,2026-06-28 14:12:57,python,tooling,90,under tools/,"cashier, parking_time, schema_db, telegram_bot"
tools/db_schema_snapshot_full.py,.py,12341,356,2026-06-28 14:18:01,python,tooling,90,under tools/,"cashier, parking_time, schema_db, telegram_bot"
tools/project_code_search.py,.py,5307,154,2026-06-28 15:20:00,python,tooling,90,under tools/,remote
tools/project_passport.py,.py,18712,613,2026-06-28 15:29:51,python,tooling,90,under tools/,"access_control, cashier, parking_time, remote, schema_db, service_orders, telegram_bot"
tools/project_passport_v2.py,.py,20064,658,2026-06-28 15:35:09,python,tooling,90,under tools/,"access_control, cashier, parking_time, remote, schema_db, service_orders, telegram_bot"
tools/project_passport_v3_classifier.py,.py,23984,631,2026-06-28 15:50:13,python,tooling,90,under tools/,"access_control, cashier, parking_time, remote, schema_db, service_orders, telegram_bot"
unit_resolver.py,.py,18020,551,2026-06-23 18:13:03,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"schema_db, telegram_bot"
utils.py,.py,7694,268,2026-06-09 12:13:57,python,source_module,40,regular source module candidate,access_control
vehicle_data_quality_tasks.py,.py,13913,381,2026-06-19 17:05:43,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"cashier, parking_time, schema_db, telegram_bot"
vehicle_verification_tasks.py,.py,17586,596,2026-06-19 17:48:00,python,runtime_or_cli_entrypoint,78,contains main/argparse/telegram application hint,"access_control, cashier, parking_time, schema_db, telegram_bot"
Word_table_to_Excel.py,.py,2659,62,2026-05-24 21:16:30,python,report_export,70,report/export/billing filename,
